Description:
	Nichia Light Emitting Diode (LED): NSPL500DS
	http://www.nichia.co.jp/en/product/led_product_data.html?type=%27NSPL500DS%27
	Warm-White Illuminant
	Relative spectral power distributions [S(lambda)] for wavelengths lambda = 300 nm to 830 nm at 5 nm intervals
End
Spectrum:
	300	0.0000
	305	0.0000
	310	0.0000
	315	0.0000
	320	0.0000
	325	0.0000
	330	0.0000
	335	0.0000
	340	0.0000
	345	0.0000
	350	0.0000
	355	0.0000
	360	0.0000
	365	0.0000
	370	0.0000
	375	0.0000
	380	0.1000
	385	0.1000
	390	0.3000
	395	0.2000
	400	0.3000
	405	0.3000
	410	0.3000
	415	0.4000
	420	0.5000
	425	0.8000
	430	1.6000
	435	2.6000
	440	5.2000
	445	10.0000
	450	20.5000
	455	42.3000
	460	73.3000
	465	88.3000
	470	78.1000
	475	66.4000
	480	58.7000
	485	48.7000
	490	41.3000
	495	38.0000
	500	37.6000
	505	38.1000
	510	40.3000
	515	44.2000
	520	47.6000
	525	51.4000
	530	55.8000
	535	59.0000
	540	64.2000
	545	69.0000
	550	73.7000
	555	78.2000
	560	83.8000
	565	88.1000
	570	92.1000
	575	94.9000
	580	98.0000
	585	99.5000
	590	99.7000
	595	99.8000
	600	97.9000
	605	95.1000
	610	91.0000
	615	87.6000
	620	82.5000
	625	78.3000
	630	72.8000
	635	67.8000
	640	63.1000
	645	58.0000
	650	53.1000
	655	48.6000
	660	44.5000
	665	39.9000
	670	36.5000
	675	33.1000
	680	29.8000
	685	26.7000
	690	24.4000
	695	21.6000
	700	19.5000
	705	17.9000
	710	15.6000
	715	13.8000
	720	12.5000
	725	10.9000
	730	9.9000
	735	9.0000
	740	7.7000
	745	7.0000
	750	6.2000
	755	5.6000
	760	5.0000
	765	4.3000
	770	3.9000
	775	3.5000
	780	3.0000
	785	2.8000
	790	2.4000
	795	2.2000
	800	2.1000
	805	1.9114
	810	1.7829
	815	1.6543
	820	1.5257
	825	1.3971
	830	1.2686
End
