Description:
	Luckylight Light Emitting Diode (LED): 504WC2E-W6-3PC
	https://www.luckylight.cn/en/products/through-hole-led/white-led/504wc2e-w6-3pc/
	Warm-White Illuminant
	Relative spectral power distributions [S(lambda)] for wavelengths lambda = 300 nm to 830 nm at 1 nm intervals
End
Spectrum:
	300	0.0000
	305	0.0000
	310	0.0000
	315	0.0000
	320	0.0000
	325	0.0000
	330	0.0000
	335	0.0000
	340	0.0000
	345	0.0000
	350	0.0000
	355	0.0000
	360	0.0000
	365	0.0000
	370	0.0000
	375	0.0000
	380	0.0000
	385	0.0000
	390	0.2598
	395	0.5197
	400	1.0393
	405	2.0787
	410	4.1573
	415	10.0477
	420	16.3461
	425	23.2706
	430	30.6242
	435	38.9260
	440	49.2651
	445	61.5477
	450	70.5657
	455	77.4650
	460	81.8056
	465	79.9053
	470	69.2381
	475	58.3844
	480	46.0535
	485	33.9025
	490	24.9126
	495	19.4610
	500	18.0113
	505	23.0757
	510	32.8128
	515	41.0041
	520	47.5267
	525	52.7366
	530	57.6966
	535	62.0934
	540	66.6274
	545	70.7433
	550	74.8259
	555	78.8295
	560	82.8399
	565	86.5132
	570	89.7728
	575	92.6410
	580	95.1996
	585	97.1880
	590	98.7264
	595	99.7081
	600	99.9792
	605	99.8554
	610	98.9981
	615	97.7276
	620	96.1218
	625	94.1722
	630	91.7649
	635	89.2664
	640	86.4560
	645	83.4930
	650	80.2689
	655	77.0479
	660	74.0254
	665	70.7602
	670	67.6872
	675	64.5567
	680	61.5346
	685	58.5305
	690	55.6529
	695	52.7767
	700	49.8269
	705	47.1625
	710	44.3582
	715	41.5493
	720	38.7408
	725	36.0660
	730	33.3318
	735	30.7116
	740	28.0351
	745	25.3903
	750	22.7432
	755	20.0675
	760	17.5186
	765	14.9066
	770	12.3043
	775	9.6306
	780	7.0193
	785	4.3652
	790	1.7349
	795	1.4000
	800	1.0000
	805	0.6000
	810	0.5000
	815	0.4000
	820	0.3000
	825	0.2000
	830	0.2000
End
